INSTNM,CITY,STABBR,ZIP,INSTURL,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG_ALL
Fort Peck Community College,Poplar,MT,59255-0398,www.fpcc.edu,48.113569,-105.193021,NULL,NULL
Great Falls College Montana State University,Great Falls,MT,59405,www.gfcmsu.edu,47.485581,-111.269558,NULL,NULL
University of Great Falls,Great Falls,MT,59405-4996,www.ugf.edu,47.490279,-111.270167,0.5983,NULL
Helena College University of Montana,Helena,MT,59601,www.umhelena.edu,46.595384,-112.016035,NULL,NULL
Little Big Horn College,Crow Agency,MT,59022,www.lbhc.edu/,45.603654,-107.457048,NULL,NULL
Miles Community College,Miles City,MT,59301-4774,www.milescc.edu/,46.404636,-105.826609,NULL,NULL
Modern Beauty School Inc,Missoula,MT,59808,modernbeautyschool.org,46.88111,-114.024111,NULL,NULL
Montana Tech of the University of Montana,Butte,MT,59701-8997,www.mtech.edu,46.012164,-112.557,0.8879,1145
Montana State University,Bozeman,MT,59717,www.montana.edu/,45.666829,-111.049918,0.8286,1131
The University of Montana,Missoula,MT,59812,www.umt.edu,46.861074,-113.98294,0.9102,1090
Montana State University-Northern,Havre,MT,59501,www.msun.edu,48.541054,-109.686457,1,892
Rocky Mountain College,Billings,MT,59102-1796,rocky.edu,45.796765,-108.553899,0.6985,1037
Salish Kootenai College,Pablo,MT,59855,www.skc.edu,47.596864,-114.107191,NULL,NULL
The University of Montana-Western,Dillon,MT,59725-3598,www.umwestern.edu,45.208306,-112.639264,NULL,NULL
La'James International College,Fremont,NE,68025,www.ljic.edu,41.44576,-96.482042,NULL,NULL
Bellevue University,Bellevue,NE,68005-3098,www.bellevue.edu,41.150225,-95.91764,NULL,NULL
Clarkson College,Omaha,NE,68131-2739,www.clarksoncollege.edu/,41.259201,-95.977188,0.5181,1050
Bryan College of Health Sciences,Lincoln,NE,68506-1299,www.bryanhealthcollege.edu/bcohs/,40.796768,-96.651532,0.8551,1090
Central Community College,Grand Island,NE,68802-4903,www.cccneb.edu,40.889582,-98.372549,NULL,NULL
Chadron State College,Chadron,NE,69337-2690,www.csc.edu,42.820672,-103.002793,NULL,NULL
College of Hair Design-Downtown,Lincoln,NE,68508-2199,collegeofhairdesign.com,40.811227,-96.705118,NULL,NULL
Concordia University-Nebraska,Seward,NE,68434-1556,www.cune.edu,40.914853,-97.089054,0.7768,1076
Creighton University,Omaha,NE,68178,https://www.creighton.edu,41.265325,-95.947029,0.7048,1196
Doane University-Arts & Sciences,Crete,NE,68333,www.doane.edu,40.623107,-96.949656,0.7659,1064
Grace University,Omaha,NE,68108-3629,https://www.graceuniversity.edu/,41.244723,-95.92789,0.5864,1003
Hastings College,Hastings,NE,68901,www.hastings.edu,40.590448,-98.373641,0.7115,1055
CHI Health School of Radiologic Technology,Omaha,NE,68122,www.chihealth.com/school-of-radiologic-technology,41.321951,-96.019738,NULL,NULL
Joseph's College Cosmetology,Lincoln,NE,68510-2226,josephscollege.edu,40.813464,-96.688545,NULL,NULL
University of Nebraska at Kearney,Kearney,NE,68849-1212,www.unk.edu,40.700787,-99.098237,0.8538,1049
Kaplan University-Lincoln Campus,Lincoln,NE,68508,www.kaplanuniversity.edu/lincoln-nebraska.aspx,40.808915,-96.694181,NULL,NULL
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,68114-2852,www.methodistcollege.edu,41.265973,-96.048511,0.3427,1110
Metropolitan Community College Area,Omaha,NE,68111-1610,www.mccneb.edu,41.305504,-95.958658,NULL,NULL
Mid-Plains Community College,North Platte,NE,69101,www.mpcc.edu,41.110429,-100.748417,NULL,NULL
Midland University,Fremont,NE,68025,www.midlandu.edu,41.43675,-96.488354,0.6063,962
Nebraska Christian College of Hope International University,Papillion,NE,68046,nechristian.edu,41.12314,-96.09437,NULL,NULL
University of Nebraska at Omaha,Omaha,NE,68182-0225,www.unomaha.edu,41.257746,-96.010797,0.7594,1050
Kaplan University-Omaha Campus,Omaha,NE,68134-1002,www.kaplanuniversity.edu/omaha-nebraska.aspx?wid=1,41.309515,-96.072772,NULL,NULL
Nebraska Indian Community College,Macy,NE,68039-0428,www.thenicc.edu,42.116741,-96.351802,NULL,NULL
University of Nebraska Medical Center,Omaha,NE,68198-7815,www.unmc.edu,41.255137,-95.976147,NULL,NULL
Nebraska Wesleyan University,Lincoln,NE,68504-2794,www.nebrwesleyan.edu,40.838789,-96.648414,0.788,1121
University of Nebraska-Lincoln,Lincoln,NE,68588,www.unl.edu/,40.822272,-96.702177,0.7636,1145
Northeast Community College,Norfolk,NE,68702-0469,www.northeast.edu,42.049301,-97.397591,NULL,NULL
Peru State College,Peru,NE,68421-0010,www.peru.edu,40.474689,-95.732731,NULL,NULL
College of Saint Mary,Omaha,NE,68106,WWW.CSM.EDU,41.240879,-96.020209,0.6146,NULL
Southeast Community College Area,Lincoln,NE,68510-2449,www.southeast.edu,40.81079,-96.62818,NULL,NULL
Union College,Lincoln,NE,68506,www.ucollege.edu,40.774778,-96.651095,0.5614,1050
Vatterott College-Spring Valley,Omaha,NE,68137,www.vatterott.edu,41.217235,-96.097884,NULL,NULL
Nebraska College of Technical Agriculture,Curtis,NE,69025-9552,ncta.unl.edu,40.635528,-100.510189,NULL,1145
Wayne State College,Wayne,NE,68787,https://www.wsc.edu/,42.241612,-97.014241,NULL,NULL
Regional West Medical Center School of Radiologic Technology,Scottsbluff,NE,69361,www.rwhs.org/careers/school-radiologic-technology,41.883319,-103.668774,NULL,NULL
Western Nebraska Community College,Scottsbluff,NE,69361-1899,www.wncc.edu,41.875705,-103.64249,NULL,NULL
York College,York,NE,68467-2699,www.york.edu/,40.867453,-97.579285,0.4374,950
Academy of Hair Design-Las Vegas,Las Vegas,NV,89146,www.ahdvegas.com/,36.160105,-115.191801,NULL,NULL
Career College of Northern Nevada,Sparks,NV,89434-7905,www.ccnn.edu,39.510978,-119.750697,NULL,NULL
College of Southern Nevada,Las Vegas,NV,89146-1164,www.csn.edu,36.158443,-115.233784,NULL,NULL
The Art Institute of Las Vegas,Henderson,NV,89074-7737,www.artinstitutes.edu/las-vegas,36.025768,-115.088269,NULL,NULL
Everest College-Henderson,Henderson,NV,89074,www.everest.edu/campus/henderson,36.03777,-115.04609,NULL,NULL
University of Nevada-Las Vegas,Las Vegas,NV,89154,www.unlv.edu/,36.106994,-115.141153,0.8841,1007
University of Nevada-Reno,Reno,NV,89557,www.unr.edu/,39.545052,-119.818424,0.7852,1084
Great Basin College,Elko,NV,89801,www.gbcnv.edu,40.84242,-115.76733,NULL,NULL
Sierra Nevada College,Incline Village,NV,89451,www.sierranevada.edu,39.24586,-119.939523,0.657,1012
Truckee Meadows Community College,Reno,NV,89512-3999,www.tmcc.edu,39.572159,-119.795319,NULL,NULL
Western Nevada College,Carson City,NV,89703-7399,www.wnc.edu,39.186158,-119.79036,NULL,NULL
Colby-Sawyer College,New London,NH,03257-7835,www.colby-sawyer.edu,43.411663,-71.975805,0.9019,NULL
Continental Academie of Hair Design-Hudson,Hudson,NH,3051,continentalacademie.com,42.776588,-71.444744,NULL,NULL
Daniel Webster College,Nashua,NH,03063-1300,www.dwc.edu,42.776362,-71.514293,0.6196,NULL
Dartmouth College,Hanover,NH,03755-3529,www.dartmouth.edu,43.70408,-72.289951,0.1097,1437
Empire Beauty School-Laconia,Laconia,NH,3246,www.empirebeautyschools.com,43.526083,-71.468942,NULL,NULL
Empire Beauty School-Somersworth,Somersworth,NH,3878,www.empirebeautyschools.com,43.233083,-70.881727,NULL,NULL
Franklin Pierce University,Rindge,NH,03461-0060,www.franklinpierce.edu,42.782305,-72.057875,0.7971,943
University of New Hampshire-School of Law,Concord,NH,03301-4197,https://law.unh.edu,43.207371,-71.545152,NULL,1107
Mount Washington College,Manchester,NH,03103-9969,www.mountwashington.edu/index.aspx,42.971648,-71.470688,NULL,NULL
Keene Beauty Academy,Keene,NH,3431,WWW.KEENEBEAUTYACADEMY.edu,42.94865,-72.320267,NULL,NULL
Northeast Catholic College,Warner,NH,03278-4012,www.northeastcatholic.edu,43.325164,-71.838691,0.9828,NULL
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,Bedford,NH,3110,michaels.paulmitchell.edu,42.985355,-71.462238,NULL,NULL
New England College,Henniker,NH,3242,www.nec.edu/,43.177005,-71.822928,0.9775,NULL
New England School of Hair Design,West Lebanon,NH,3784,www.neshd.org,43.644134,-72.305714,NULL,NULL
Southern New Hampshire University,Manchester,NH,03106-1045,www.snhu.edu,43.039892,-71.453938,0.9171,NULL
New Hampshire Institute for Therapeutic Arts,Hudson,NH,3051,www.nhita.com,42.745607,-71.426739,NULL,NULL
University of New Hampshire-Main Campus,Durham,NH,03824-3547,www.unh.edu,43.134235,-70.934512,0.7861,1107
Keene State College,Keene,NH,03435-1506,www.keene.edu,42.925999,-72.281433,0.7876,991
University of New Hampshire at Manchester,Manchester,NH,03101-1113,manchester.unh.edu,42.990331,-71.468764,0.7317,1107
Plymouth State University,Plymouth,NH,03264-1595,www.plymouth.edu,43.757386,-71.691164,0.7357,NULL
NHTI-Concord's Community College,Concord,NH,03301-7412,www.nhti.edu,43.223621,-71.531979,NULL,NULL
White Mountains Community College,Berlin,NH,3570,www.wmcc.edu,44.503494,-71.158535,NULL,NULL
River Valley Community College,Claremont,NH,03743-9707,www.rivervalley.edu,43.399375,-72.333274,NULL,NULL
Lakes Region Community College,Laconia,NH,3246,www.lrcc.edu,43.518256,-71.463857,NULL,NULL
Manchester Community College,Manchester,NH,03102-8518,www.mccnh.edu,43.019823,-71.483534,NULL,NULL
Nashua Community College,Nashua,NH,03063-1026,nashuacc.edu/,42.794576,-71.523462,NULL,NULL
Great Bay Community College,Portsmouth,NH,03801-2879,www.greatbay.edu,43.044728,-70.890254,NULL,NULL
Paul Mitchell the School-Portsmouth,Portsmouth,NH,03801-4084,paulmitchell.edu/portsmouth,43.075818,-70.759945,NULL,NULL
Rivier University,Nashua,NH,3060,www.rivier.edu,42.738343,-71.455466,0.5732,NULL
Saint Anselm College,Manchester,NH,03102-1310,www.anselm.edu,42.985066,-71.508177,0.729,NULL
St Joseph School of Nursing,Nashua,NH,3060,www.sjson.edu,42.74999,-71.478977,NULL,NULL
Granite State College,Concord,NH,03301-3471,www.granite.edu,43.19291,-71.527241,NULL,NULL
Thomas More College of Liberal Arts,Merrimack,NH,3054,www.thomasmorecollege.edu,42.807701,-71.48364,0.9706,NULL
Eastwick College-Hackensack,Hackensack,NJ,7601,www.eastwickcollege.edu,40.885847,-74.040491,0.5179,NULL
Atlantic Cape Community College,Mays Landing,NJ,08330-2699,www.atlantic.edu,39.461387,-74.682286,NULL,NULL
Fortis Institute-Wayne,Wayne,NJ,7470,fortisinstitute.edu,40.881969,-74.21225,NULL,NULL
Bergen Community College,Paramus,NJ,07652-1595,www.bergen.edu,40.953733,-74.094086,NULL,NULL
Berkeley College-Woodland Park,Woodland Park,NJ,7424,www.BerkeleyCollege.edu,40.90208,-74.188765,NULL,NULL
Beth Medrash Govoha,Lakewood,NJ,08701-2754,NULL,40.095461,-74.220777,NULL,NULL
Bloomfield College,Bloomfield,NJ,7003,www.bloomfield.edu/,40.794218,-74.19593,0.597,855
Brookdale Community College,Lincroft,NJ,07738-1597,https://www.brookdalecc.edu,40.324906,-74.132746,NULL,NULL
Rowan College at Burlington County,Pemberton,NJ,08068-1599,www.rcbc.edu,39.964352,-74.645467,NULL,NULL
Caldwell University,Caldwell,NJ,07006-6195,www.caldwell.edu,40.834285,-74.273697,0.6354,969
Camden County College,Blackwood,NJ,8012,www.camdencc.edu,39.785083,-75.040471,NULL,NULL
Centenary University,Hackettstown,NJ,7840,www.centenarycollege.edu,40.848693,-74.832775,0.8676,929
Adult and Continuing Education-BCTS,Hackensack,NJ,07601-6637,bcts.bergen.org/index.php/adult-ed-main-page,40.901784,-74.033997,NULL,NULL
Branford Hall Career Institute-Parsippany,Parsippany,NJ,07054-3897,www.schooliya.com/peg/Parsippany/index.html,40.861433,-74.381367,NULL,NULL
Lincoln Technical Institute-Iselin,Iselin,NJ,8830,www.lincolnedu.com/campus/edison-nj,40.572262,-74.345121,NULL,NULL
American Institute-Clifton,CLIFTON,NJ,7011,www.americaninstitute.com,40.873434,-74.130171,NULL,NULL
Cooper Health System Center for Allied Health Education,Camden,NJ,8103,www.cooperhealth.edu/allied-health,39.941522,-75.116469,NULL,NULL
County College of Morris,Randolph,NJ,07869-2086,WWW.CCM.EDU,40.853428,-74.577509,NULL,NULL
Cumberland County College,Vineland,NJ,08362-1500,www.cccnj.edu,39.438417,-75.054685,NULL,NULL
Divers Academy International,ERIAL,NJ,8081,www.diversacademy.edu,39.747821,-74.998547,NULL,NULL
Drew University,Madison,NJ,7940,www.drew.edu,40.757026,-74.425825,0.7031,NULL
duCret School of Arts,Plainfield,NJ,7060,WWW.DUCRET.EDU,40.604953,-74.417412,1,NULL
Lincoln Technical Institute-South Plainfield,South Plainfield,NJ,07080-2424,www.lincolnedu.com/campus/south-plainfield-nj,40.552068,-74.419926,NULL,NULL
Essex County College,Newark,NJ,7102,www.essex.edu,40.738444,-74.178234,NULL,NULL
Empire Beauty School-Union,Union,NJ,7083,www.empire.edu,40.684842,-74.239193,NULL,NULL
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,7666,www.fdu.edu,40.896162,-74.030023,0.7951,1020
Felician University,Lodi,NJ,7644,www.felician.edu,40.867272,-74.096452,0.7879,878
Fairleigh Dickinson University-Florham Campus,Madison,NJ,7940,www.fdu.edu,40.777364,-74.435359,0.8315,1020
Hohokus School of Trade and Technical Sciences,Paterson,NJ,7513,www.hohokus.edu,40.909377,-74.152581,NULL,NULL
Georgian Court University,Lakewood,NJ,08701-2697,georgian.edu/,40.098706,-74.22622,0.7284,945
Rowan University,Glassboro,NJ,8028,www.rowan.edu,39.709768,-75.117974,0.7109,1065
Rowan College at Gloucester County,Sewell,NJ,8080,www.rcgc.edu,39.782484,-75.12173,NULL,NULL
Empire Beauty School-Cherry Hill,Cherry Hill,NJ,8002,www.empire.edu,39.941907,-75.020767,NULL,NULL
Harris School of Business-Cherry Hill Campus,Cherry Hill,NJ,8002,www.harrisschool.edu,39.942536,-75.025191,NULL,NULL
Eastwick College-Ramsey,Ramsey,NJ,07446-2551,www.eastwickcollege.edu,41.057866,-74.131486,0.6916,NULL
Holy Name Medical Center School of Nursing,Teaneck,NJ,07666-4246,www.schoolofnursing.info,40.882403,-74.011166,0,NULL
Hudson County Community College,Jersey City,NJ,7306,www.hccc.edu,40.730559,-74.062861,NULL,NULL
New Jersey City University,Jersey City,NJ,7305,www.njcu.edu,40.709937,-74.08727,0.8673,865
Joe Kubert School of Cartoon and Graphic Art,Dover,NJ,7801,kubertschool.edu,40.887386,-74.552551,0.9861,NULL
Kean University,Union,NJ,7083,www.kean.edu,40.679429,-74.234668,0.7427,928
Harris School of Business-Voorhees Campus,Voorhees,NJ,8043,www.harrisschool.edu,39.84401,-74.990161,NULL,NULL
Lincoln Technical Institute-Union,Union,NJ,7083,www.lincolnedu.com/campus/union-nj,40.706359,-74.274929,NULL,NULL
Rizzieri Aveda School for Beauty and Wellness,Voorhees,NJ,08043-1800,www.rizzierischools.com,39.849316,-75.002279,NULL,NULL
Mercer County Community College,West Windsor,NJ,08550-3407,www.mccc.edu,40.254398,-74.650719,NULL,NULL
Middlesex County College,Edison,NJ,08818-3050,www.middlesexcc.edu,40.506117,-74.365723,NULL,NULL
Monmouth University,West Long Branch,NJ,07764-1898,www.monmouth.edu,40.280066,-74.006447,0.7419,1037
Montclair State University,Montclair,NJ,07043-1624,www.montclair.edu,40.859233,-74.199455,0.7007,NULL
HackensackUMC Mountainside School of Nursing,Montclair,NJ,07042-4837,www.mhson.com,40.809355,-74.208665,NULL,NULL
JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing,Plainfield,NJ,7061,www.jfkmuhlenbergschools.org,40.60712,-74.404881,0.2222,NULL
Eastwick College-Nutley,Nutley,NJ,7110,www.eastwickcollege.edu,40.810742,-74.144192,0.4356,NULL
Empire Beauty School-Jersey City,Jersey City,NJ,7306,www.empire.edu,40.731475,-74.067359,NULL,NULL
New Brunswick Theological Seminary,New Brunswick,NJ,08901-1107,www.nbts.edu,40.501935,-74.460811,NULL,NULL
Robert Fiance Beauty Schools-West New York,West New York,NJ,07093-4623,www.robertfiance.edu,40.7859,-74.018022,NULL,NULL
New Jersey Institute of Technology,Newark,NJ,7102,www.njit.edu/,40.741997,-74.177113,0.6076,1205
Ocean County College,Toms River,NJ,08754-2001,www.ocean.edu/,40.007809,-74.166842,NULL,NULL
P B Cosmetology Education Center,Gloucester,NJ,8030,pbbeautyschool.com/,39.898805,-75.126308,NULL,NULL
Parisian Beauty School,Hackensack,NJ,07601-5509,paulmitchell.edu/hackensack/,40.889489,-74.041359,NULL,NULL
Passaic County Community College,Paterson,NJ,07505-1179,www.pccc.edu,40.918449,-74.168778,NULL,NULL
Pennco Tech-Blackwood,Blackwood,NJ,8012,www.penncotech.edu,39.807941,-75.061659,NULL,NULL
Princeton Theological Seminary,Princeton,NJ,08542-0803,www.ptsem.edu,40.3457,-74.665321,NULL,NULL
Princeton University,Princeton,NJ,08544-0070,www.princeton.edu,40.34853,-74.663603,0.0714,1490
Rabbinical College of America,Morristown,NJ,7960,www.rca.edu/,40.811385,-74.502182,0.7368,NULL
Ramapo College of New Jersey,Mahwah,NJ,07430-1680,www.ramapo.edu,41.007523,-74.116384,0.5324,1090
Robert Fiance Beauty Schools-Perth Amboy,Perth Amboy,NJ,8861,www.robertfiance.edu,40.508929,-74.267346,NULL,NULL
Rider University,Lawrenceville,NJ,08648-3099,www.rider.edu,40.283122,-74.742822,0.6901,1014
Roman Academy of Beauty Culture,Hawthorne,NJ,7506,ROMANACADEMY.NET,40.952834,-74.155017,NULL,NULL
Rutgers University-Camden,Camden,NJ,8102,www.camden.rutgers.edu/,39.948628,-75.125303,0.5838,1187
Rutgers University-New Brunswick,New Brunswick,NJ,08901-1281,newbrunswick.rutgers.edu/,40.503796,-74.45051,0.5845,1187
Rutgers University-Newark,Newark,NJ,7102,www.newark.rutgers.edu/,40.741303,-74.175294,0.6465,1187
St Francis Medical Center-School of Radiologic Technology,Trenton,NJ,08629-1986,www.stfrancismedical.org/Education/School-of-Radiologic-Technology.aspx,40.216592,-74.741869,NULL,NULL
Saint Francis Medical Center School of Nursing,Trenton,NJ,08629-1986,www.stfrancismedical.org/Education/School-of-Nursing.aspx,40.216523,-74.74186,NULL,NULL
Saint Peter's University,Jersey City,NJ,07306-5997,www.saintpeters.edu,40.727105,-74.071541,0.6731,918
Salem Community College,Carneys Point,NJ,08069-2799,www.salemcc.edu,39.753519,-75.448633,NULL,NULL
Seton Hall University,South Orange,NJ,07079-2697,www.shu.edu,40.742859,-74.248753,0.7625,1145
Atlantic Beauty & Spa Academy LLC,Egg Harbor Township,NJ,8234,www.shorebeautyschool.com,39.43335,-74.613311,NULL,NULL
College of Saint Elizabeth,Morristown,NJ,07960-6989,www.cse.edu,40.781061,-74.436039,0.6318,806
Raritan Valley Community College,Branchburg,NJ,8876,www.raritanval.edu,40.61769,-74.6955,0.9862,NULL
Stevens Institute of Technology,Hoboken,NJ,07030-5991,www.stevens.edu,40.744776,-74.025334,0.4356,1340
Stockton University,Galloway,NJ,08205-9441,www.stockton.edu,39.492036,-74.531087,0.6442,1074
Talmudical Academy-New Jersey,Adelphia,NJ,7710,talmudicalacademynj.com,40.217171,-74.250332,1,NULL
Teterboro School of Aeronautics,Teterboro,NJ,07608-1083,www.teterboroschool.com,40.841265,-74.071874,NULL,NULL
Thomas Edison State University,Trenton,NJ,8608,www.tesu.edu,40.22011,-74.769652,NULL,NULL
The College of New Jersey,Ewing,NJ,08628-7718,www.tcnj.edu,40.268742,-74.777412,0.4867,1227
Sanford-Brown Institute-Iselin,Iselin,NJ,8830,www.sanfordbrown.edu/iselin,40.559174,-74.30514,NULL,NULL
Union County College,Cranford,NJ,07016-1528,www.ucc.edu,40.667835,-74.319784,NULL,NULL
